sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
201319,"""Sessions should have never recused himself, and if he was going to recuse himself, he should have told me before he took the job and I would have picked somebody else.""",if he was going to recuse himself,he should have told me before he took the job and I would have picked somebody else,49,81,84,166
201320,If only we had known what smartphones and tablets would look like today.,If only we had known what smartphones and tablets would look like today,{},0,70,-1,-1
201321,"Obama: ""I think it's tempting not to negotiate with hostage takers...unless the hostage gets harmed."" Obama argued that if tax cuts expired, which he says would have happened without caving to GOP, the American public would have been harmed.",if tax cuts expired,the American public would have been harmed,120,138,198,239
201322,"""There's no record of her registering to be a donor before she died, yet assuming that she decided to do so while she was alive, someone being saved as a result was a real possibility.""",yet assuming that she decided to do so while she was alive,someone being saved as a result was a real possibility,69,126,129,182
201323,"If they had been bad enough -- a safety issue, for instance -- the independent data-monitoring committee could have stopped the trial; the committee monitoring Onyx Pharmaceuticals' (NASDAQ:ONXX) Nexavar lung-cancer trial did just that, though for a different reason than safety.",If they had been bad enough,the independent data-monitoring committee could have stopped the trial,0,26,63,132
201324,Obama has also toughened his rhetoric in recent days and said in an interview this week he would fire BP CEO Tony Hayward if he worked for him.,if he worked for him,he would fire BP CEO Tony Hayward,122,141,88,120
201325,"However, for Part B, your monthly premium can go up by 10% for each full 12-month period that you could have had Part B but didn't sign up.",you could have had Part B but didn't sign up,{},94,137,-1,-1
201326,"And then there's Pulte, which, were the year to end tomorrow, would have chalked up an awfully nice annual score.","And then there's Pulte, which, were the year to end tomorrow",would have chalked up an awfully nice annual score,0,59,62,111
201327,"Also, the event was carefully planned, which would have made a successful insanity defense if the shooter had lived virtually impossible.",if the shooter had lived virtually impossible,which would have made a successful insanity defense,91,135,39,89
201328,"Against that backdrop, Mr. Lederman argued: ""Surely if Richard Nixon could have fired Archie Cox himself, he would have done so to avoid the Saturday Night Massacre.""",Surely if Richard Nixon could have fired Archie Cox himself,he would have done so to avoid the Saturday Night Massacre,45,103,106,163
201329,"Even if we're liberal, we tend to be less averse to gun rights than big stars of the Democratic Party, and unless we had been Republicans pretending to be liberal, we should be considered to have just as legitimate opinions as them.",unless we had been Republicans pretending to be liberal,we tend to be less averse to gun rights than big stars of the Democratic Party,107,161,23,100
201330,"""Had the agency placed a moratorium on trials at that point, product-related deaths and heart attacks in subsequent trials most likely would have been prevented,"" they write.",Had the agency placed a moratorium on trials at that point,product-related deaths and heart attacks in subsequent trials most likely would have been prevented,1,58,61,159
201331,"He organised a demonstration against ""black money"", posed bare-chested on a stage and declared that India under Congress could have won an Olympic gold if there had been a competition for corruption.",if there had been a competition for corruption,India under Congress could have won an Olympic gold,152,197,100,150
201332,"If the euro zone issued bonds collectively -- an idea that has been proposed, dismissed out of hand by Germany and others, but which has not entirely gone away -- then markets would still be buying the debt, not driving yields higher, traders say.",If the euro zone issued bonds collectively,"then markets would still be buying the debt, not driving yields higher",0,41,163,232
201333,Opponents of the law argue that it would have stopped many of the scandals that have moulded Italian politics from coming to light until they were irrelevant.,it would have stopped many of the scandals that have moulded Italian politics from coming to light until they were irrelevant,{},32,156,-1,-1
201334,"Ultimately, the answer to whether or not this was effective is whether or not more people ultimately accepted her message than would have if she had done the video in different attire.",if she had done the video in different attire,whether or not more people ultimately accepted her message than would have,138,182,63,136
201335,"The NFIP has only about 5 million policies in force, and they ought to have had more, despite the fact that flooding can hit any part of the United States at any time, even if it is only a creek overflow or sewer backup.",even if it is only a creek overflow or sewer backup,{},168,218,-1,-1
201336,"""Wells Fargo will be a lot better off in a couple of years than if none of this had happened,"" Buffett said at Berkshire's annual meeting.",if none of this had happened,Wells Fargo will be a lot better off in a couple of years,64,91,1,57
201337,"""On a matter of such national significance and historical significance,"" Mr. Jacobs said, ""one might have hoped that the attorney general would take a more neutral approach."".",one might have hoped that the attorney general would take a more neutral approach,{},91,171,-1,-1
201338,"Nor have MFIs in the state faced rising defaults, as they should have if borrowers were really in over their heads.",if borrowers were really in over their heads,they should have,70,113,53,68
201339,"Put another way, Lee said, it boils down to this: If Microsoft were to disappear tomorrow, in what ways would the healthcare industry be harmed? ""It took some time of getting over the emotional reactions of looking into healthcare, and then assembling the team to look into that question,"" Lee said.",If Microsoft were to disappear tomorrow,in what ways would the healthcare industry be harmed,50,88,91,142
201340,"Very nice article, but somehow I don't think this would have been written if your gal had won.",if your gal had won,I don't think this would have been written,74,92,31,72
201341,"Jack Welch, GEs former chief executive, probably spoke for many bosses when he said recently that if he were in charge of Apple he would give Einhorn the back of my hand.",if he were in charge of Apple,he would give Einhorn the back of my hand,98,126,128,168
201342,"Honestly, if I had known every article I read was going to be another hot take on Joe Biden, I wouldn't have dragged myself out of bed.",if I had known every article I read was going to be another hot take on Joe Biden,I wouldn't have dragged myself out of bed,10,90,93,133
201343,"""If a Romney-Obama matchup were held today, registered voters would divide 51 percent for the president to 44 percent for the former Massachusetts governor,"" The Washington Post reported on Tuesday.",If a Romney-Obama matchup were held today,registered voters would divide 51 percent for the president to 44 percent for the former Massachusetts governor,1,41,44,154
201344,"Still, people do not like being told they must pay more and get less; faced with the task of telling Atlanta's police, firefighters and other employees just that, many politicians would have searched for the nearest desk to hide under.","faced with the task of telling Atlanta's police, firefighters and other employees",many politicians would have searched for the nearest desk to hide under,70,150,163,233
201345,"""But if I were a buyer I'd be looking at it and saying this is a seller who needs to sell."" Companies have not yet submitted bids for the assets.",if I were a buyer,I'd be looking at it and saying this is a seller who needs to sell,5,21,23,88
201346,"At least, that would be my knee-jerk reaction if the stock hadn't already tumbled 37% since peaking back in January.",if the stock hadn't already tumbled 37% since peaking back in January,that would be my knee-jerk reaction,46,114,10,44
201347,"""Our estimates suggest that approximately 15,600 deaths would have been averted had the ACA expansions been adopted nationwide as originally intended by the ACA,"" they write.",had the ACA expansions been adopted nationwide as originally intended by the ACA,"Our estimates suggest that approximately 15,600 deaths would have been averted",80,159,1,78
201348,But it might not have turned out this way if Alexander and Murray hadn't taken a classic schoolyard lesson into the Senate: Play nice with others.,if Alexander and Murray hadn't taken a classic schoolyard lesson into the Senate,But it might not have turned out this way,42,121,0,40
201349,Would Ms. Serrano-Hernandez and her family even be knocking at our door today if it weren't for the disastrous policies our government has pursued in Honduras for decades?.,if it weren't for the disastrous policies our government has pursued in Honduras for decades,Would Ms. Serrano-Hernandez and her family even be knocking at our door today,78,169,0,76
201350,"But if we were, we'd definitely hire a ""food sherpa"" for our travels ( http://nyti.ms/14mCink).",if we were,"we'd definitely hire a ""food sherpa"" for our travels",4,13,16,67
201351,One might have concluded that we would have an easier time getting high-speed rail in America if Amtrak were a fully private corporation.,if Amtrak were a fully private corporation,we would have an easier time getting high-speed rail in America,94,135,30,92
201352,"Imagining that America were a top-tier educational model country with small class sizes and fabulous electives in every high school, there would not be huge gap between the quality of public school and private school.",Imagining that America were a top-tier educational model country with small class sizes and fabulous electives in every high school,there would not be huge gap between the quality of public school and private school,0,130,133,215
201353,could have done differently in just the last few years that would have produced a significantly different outcome.,could have done differently in just the last few years,that would have produced a significantly different outcome,0,53,55,112
201354,In the event that this had happened to a man nobody would have cared.,In the event that this had happened to a man,nobody would have cared,0,43,45,67
201355,Your article said everything i wish i could have said.,Your article said everything i wish i could have said,{},0,52,-1,-1
201356,"That way, we can dream about how we'd feel if we had spotted the stock and bought before the run-up.",if we had spotted the stock and bought before the run-up,we can dream about how we'd feel,43,98,10,41
201357,Another pundit explained that his last failed prediction would have been right if only he hadn't been so wrong.,if only he hadn't been so wrong,his last failed prediction would have been right,79,109,30,77
201358,"More from NTSB: NTSB didn't speculate as to the probable cause of the July 19 duck boat accident that killed 17 in Branson, Mo., but reading the preliminary report on the incident, it's hard not to wonder if it might have been avoided had the operator paid closer attention to the weather forecast calling for thunderstorms and 70 mph winds.",had the operator paid closer attention to the weather forecast calling for thunderstorms and 70 mph winds,it might have been avoided,235,339,208,233
201359,"If you'd bought the stock in March 2007, or when it acquired its larger rival Phelps Dodge, you'd have paid about $60 a share.","If you'd bought the stock in March 2007, or when it acquired its larger rival Phelps Dodge",you'd have paid about $60 a share,0,89,92,124
201360,"Under questioning, she told lawmakers she would not have approved the $175 million transfer had she known then what she knows now.",had she known then what she knows now,she would not have approved the $175 million transfer,92,128,38,90
201361,"Walter White, protagonist of the US TV drama, would receive free treatment for cancer if he was from St Albans, not Albuquerque.",if he was from St Albans,would receive free treatment for cancer,86,109,46,84
201362,"'He concluded by saying that if he had more courage, he'd go after the people who did that to families.",if he had more courage,he'd go after the people who did that to families,29,50,53,101
201363,"""These patients would have been expected to die of heart failure within 30 days or less without treatment.""",without treatment,These patients would have been expected to die of heart failure within 30 days or less,88,104,1,86
201364,"The British might have looked better had they sent the foreign secretary, Margaret Beckett, in place of a more junior minister.","had they sent the foreign secretary, Margaret Beckett, in place of a more junior minister",The British might have looked better,37,125,0,35
201365,"Arguably, the Bears or Buccs may have had a better season if they had simply taken every touchback ever graciously offered to them.",if they had simply taken every touchback ever graciously offered to them,the Bears or Buccs may have had a better season,58,129,10,56
201366,"But even if Republicans had wanted to get rid of those provisions, they likely could not.",But even if Republicans had wanted to get rid of those provisions,they likely could not,0,64,67,87
201367,"""In an outbreak, you would not have time to prime and boost, but if I was in the shoes of a survival expert, I could have a chance.""",if I was in the shoes of a survival expert,I could have a chance,65,106,109,129
201368,If she had come to me with the complaint of having difficulty with relationships and didn't have schizophrenia then the treatment would have focused on her relationship issues.,If she had come to me with the complaint of having difficulty with relationships and didn't have schizophrenia,then the treatment would have focused on her relationship issues,0,109,111,174
201369,"If Shire's 60 per cent jump in third-quarter profits would come days after the collapse of its proposed Â£32bn merger with AbbVie, an actual impossible event, the fears that the company might have been distracted during the turbulent past few months would have been confounding.",If Shire's 60 per cent jump in third-quarter profits would come days after the collapse of its proposed Â£32bn merger with AbbVie,the fears that the company might have been distracted during the turbulent past few months would have been confounding,0,128,159,276
201370,"If indeed that had happened as it would have alternatively next week , then the widespread belief that no-deal Brexit will be averted will be proven right .",If indeed that had happened as it would have alternatively next week,the widespread belief that no-deal Brexit will be averted will be proven right,0,67,76,153
201371,"That was well below the 1.9 percent forecast made in July, and if published could have been fatal to his key goal of hitting 2 percent from April next year.",if published,could have been fatal to his key goal of hitting 2 percent from April next year,63,74,76,154
201372,"And, based on the structure of the convertibles, it looked like he would have been insulated from the distribution cut that would likely have been needed if Energy Transfer completed the Williams acquisition as planned.",if Energy Transfer completed the Williams acquisition as planned,he would have been insulated from the distribution cut that would likely have been needed,154,217,64,152
201373,"If a gas-powered car hit the same object on the highway, ""the result could have been far worse,"" he added.",If a gas-powered car hit the same object on the highway,the result could have been far worse,0,54,58,93
201374,"You can maintain your weight and keep your blood sugar within target! I wish I could say it was totally easy, but I know it's not.","I wish I could say it was totally easy, but I know it's not",{},70,128,-1,-1
201375,"VIDEO DU JOUR - ""How Donald Trump pushed these Clinton headlines off the radar"" - Bloomberg's Alexander Trowbridge (a POLITICO alum!): ""These Clinton controversies could have led the news had it not been for, well you know..."" 2-min.","had it not been for, well you know",These Clinton controversies could have led the news,188,221,136,186
201376,"As Cohn himself said, ""If there were more surveys showing Mr. Tillis as unpopular as the conventional view, then perhaps we could discount the CNN/ORC poll as an outlier."" Indeed there are many such surveys, and the chart above makes CNN's distance from the pack glaringly obvious.",If there were more surveys showing Mr. Tillis as unpopular as the conventional view,then perhaps we could discount the CNN/ORC poll as an outlier,23,105,108,168
201377,"Conversely, had the Clinton health reform plan passed in 1994 while the national economy was still crawling out of a downturn, implementation in the mid-to late-1990s would have been much easier than that early Massachusetts experience because the nation was experiencing an economic boom.",had the Clinton health reform plan passed in 1994,implementation in the mid-to late-1990s would have been much easier than that early Massachusetts experience,12,60,127,234
201378,If the Task Force had issued the PSA recommendation first it would have given people an opportunity to discuss and debate some of the central issues and nuances of screening without so many of the distractions.,If the Task Force had issued the PSA recommendation first,it would have given people an opportunity to discuss and debate some of the central issues and nuances of screening without so many of the distractions,0,56,58,208
201379,"I love my brother and miss him, and I wish he'd been a little less pronoid and a little more anxious and put more effort into improving his life so he could've lived longer for his daughter's sake.",and I wish he'd been a little less pronoid and a little more anxious and put more effort into improving his life,so he could've lived longer for his daughter's sake,32,143,145,195
201380,"But if the agency had more staff, perhaps it could get started on figuring out what additional information it needed earlier in the 10-month review cycle.",if the agency had more staff,perhaps it could get started on figuring out what additional information it needed earlier in the 10-month review cycle,4,31,34,152
201381,"Otherwise, says Mr Stone, I am not guilty of any other crime in connection with the 2016 election, and besides, Im not really sure receiving material from WikiLeaks would have been a crime had I done so.",had I done so,Im not really sure receiving material from WikiLeaks would have been a crime,189,201,112,187
201382,"Had it succeeded, this would have been the first terrorist spectacular on American soil since September 11th 2001, bearing the al-Qaeda hallmark of simultaneous attacks on multiple targets.",Had it succeeded,this would have been the first terrorist spectacular on American soil since September 11th 2001,0,15,18,112
201383,"""This study would then have to be conducted and, if successful, Acorn would have had to go through a full PMA review process with the FDA with no guarantees whatsoever on success.""",This study would then have to be conducted and,Acorn would have had to go through a full PMA review process with the FDA with no guarantees whatsoever on success,1,46,64,177
201384,"I wouldn't be afraid that the president is being helped by the report, if not for him, as usual, acting like it isn't.",if not for him,acting like it isn't,71,84,97,116
201385,"Had Northam immediately claimed that he was not in the image and had no recollection of that event, the conversation from both Democratic organizations and Virginians in general would be very different on Saturday.",Had Northam immediately claimed that he was not in the image and had no recollection of that event,the conversation from both Democratic organizations and Virginians in general would be very different,0,97,100,200
201386,"""Without this building technology it would have taken a minimum 90 days and hundreds of thousands of dollars,"" he told Reuters, highlighting the ""hackable"" environment of its workspace, a phrase it plans to trademark.",Without this building technology,it would have taken a minimum 90 days and hundreds of thousands of dollars,1,32,34,107
201387,"""He wasn't as hands-on as I would have been, if you will, with the department,"" said Ronald L.",He wasn't as hands-on as I would have been,{},1,42,-1,-1
201388,We can't thereby draw any precise conclusions about how Mr Obama would have performed in Oklahoma had he campaigned there.,had he campaigned there,We can't thereby draw any precise conclusions about how Mr Obama would have performed in Oklahoma,98,120,0,96
201389,"Romney might not be proposing a trillion dollar cut in year one, but he's endorsed Cut, Cap and Balance which would have established spending caps that would have cut spending by $637 billion had they been in effect for FY2011.",had they been in effect for FY2011,"he's endorsed Cut, Cap and Balance which would have established spending caps that would have cut spending by $637 billion",192,225,69,190
201390,"""If I knew half of what I knew now back then when I was just a kid, I would've never went in the military,"" said Bobby Wilson.",If I knew half of what I knew now back then when I was just a kid,I would've never went in the military,1,65,68,104
201391,"Without you, I probably would have donated the small chunk that my husband and I could afford.",Without you,I probably would have donated the small chunk that my husband and I could afford,0,10,13,92
201392,"All the while, Qingchi wrote, the central bank has moved too slowly in liberalising interest rates, rates which would have bolstered market discipline.","the central bank has moved too slowly in liberalising interest rates, rates which would have bolstered market discipline",{},30,149,-1,-1
201393,"And if the situation were reversed, if my marriage ended because I had died from advanced cancer and not my husband I shudder to think that he would leave me behind both in words and in his heart.","if the situation were reversed, if my marriage ended because I had died from advanced cancer and not my husband",I shudder to think that he would leave me behind both in words and in his heart,4,114,116,194
201394,"If Thompkins wanted to remain silent, he could have said nothing in response to Helgert's questions,or he could have unambiguously invoked his Miranda rights and ended the interrogation.",If Thompkins wanted to remain silent,"he could have said nothing in response to Helgert's questions,or he could have unambiguously invoked his Miranda rights and ended the interrogation",0,35,38,184
201395,"Although the older woman had signed a form appointing O'Doherty as a ""designated representative"" - a status that should have allowed O'Doherty access to her clients' records - a hospital nurse refused to let O'Doherty check the client's lab results, medication list and discharge summary.",a status that should have allowed O'Doherty access to her clients' records,"a hospital nurse refused to let O'Doherty check the client's lab results, medication list and discharge summary",99,172,176,286
201396,"""If the Fed had failed to effectively intervene and rescue the system - as was the case in the 1930s - you could understand why the Fed would be unpopular,"" he says.",If the Fed had failed to effectively intervene and rescue the system,you could understand why the Fed would be unpopular,1,68,103,153
201397,"The fund would not have suffered such extreme losses had Wells Fargo Securities LLC (WFS) not directed it to sell its holdings immediately after initial losses and at depressed prices, LJM said in response to a March lawsuit by Wells Fargo.",had Wells Fargo Securities LLC (WFS) not directed it to sell its holdings immediately after initial losses and at depressed prices,The fund would not have suffered such extreme losses,53,182,0,51
201398,"So here we are on the eve of the US election and after months of pledges to ""make America great again"" and I'm thinking about how I probably would not be writing a blog about something as bizarre, even preposterous, as the need for creative robots during interstellar space travel had I not spent a substantial chunk of my life in the States.",had I not spent a substantial chunk of my life in the States,"I probably would not be writing a blog about something as bizarre, even preposterous, as the need for creative robots during interstellar space travel",281,340,130,279
201399,"As the arguably white nationalist Southern Avenger, Hunter praised the assassination of Abraham Lincoln, saying he ""raises a personal toast every May 10 to celebrate John Wilkes Booth's birthday,"" compared Lincoln to Saddam Hussein, and suggested the great American president would have had a homosexual relationship with Adolf Hitler, had the two ever met.",had the two ever met,the great American president would have had a homosexual relationship with Adolf Hitler,336,355,247,333
201400,"If I was 50 years younger, I might.",If I was 50 years younger,I might,0,24,27,33
201401,"""It seems like they would have done so by now, however, if there was an alternative that could satisfy the DOJ and still make business sense,"" he said.",if there was an alternative that could satisfy the DOJ and still make business sense,they would have done so by now,56,139,15,44
201402,Grassley's objection to President Obama would have far more credibility if Grassley himself did not have a long history of using this very same rhetoric.,if Grassley himself did not have a long history of using this very same rhetoric,Grassley's objection to President Obama would have far more credibility,72,151,0,70
201403,"Although the absolute risk of having a baby affected by an NTD is quite low, the results suggest it could have been around 21% lower since 1998 if compulsory flour fortification had been introduced.",if compulsory flour fortification had been introduced,it could have been around 21% lower since 1998,144,196,97,142
201404,"But this is something that all 100 senators should be asked, to vote against Judge Kavanaugh, and it shouldn't have been left to the women's shoulders.",it shouldn't have been left to the women's shoulders,"all 100 senators should be asked, to vote against Judge Kavanaugh",98,149,27,91
201405,"""Even if you believe (as I do) that the Supreme Court improperly stopped a Florida recount that could well have given the race to Gore, the fact remains that without Nader on the ballot, there would have been no protracted recount spectacle and no Supreme Court involvement,"" noted Bill Scher on RealClearPolitics.",without Nader on the ballot,there would have been no protracted recount spectacle and no Supreme Court involvement,158,184,187,272
201406,Investors would not be able to buy shares in Direct Line (LSE:DLG) if Royal Bank of Scotland (LSE:RBS) had not also received a bailout.,if Royal Bank of Scotland (LSE:RBS) had not also received a bailout,Investors would not be able to buy shares in Direct Line (LSE:DLG),67,133,0,65
201407,"If Republicans had won the seat, they would have gained significant clout to dilute Democratic Gov. John Carney's goals..",If Republicans had won the seat,they would have gained significant clout to dilute Democratic Gov. John Carney's goals,0,30,33,118
201408,"The reviewers' feedback was that it was a worthwhile proposal and that it would have received funding if it had come in a year or so earlier, when they had more money.","if it had come in a year or so earlier, when they had more money",it was a worthwhile proposal and that it would have received funding,102,165,33,100
201409,"California Legislators kill fracking moratorium under oil industry pressure-by Dan Bacher: ""If passed as initially drafted, Assembly Bill 1323, introduced by Holly Mitchell (D-Culver City), would have halted fracking and mandated a review of the risks it poses to the environment and public health.""",If passed as initially drafted,"Assembly Bill 1323, introduced by Holly Mitchell (D-Culver City), would have halted fracking and mandated a review of the risks it poses to the environment and public health",92,121,124,296
201410,"In short, my weight gain was legit, and the two doctor visits and the lab tests could have been avoided had I been completely honest with myself.",had I been completely honest with myself,the two doctor visits and the lab tests could have been avoided,104,143,40,102
201411,"If the husband had survived, then the unlimited marital transfer would apply, and his gross estate would then be worth $7.51 million ($4.51 million + $3 million), $5.49 million of which would be exempt from estate taxes.",If the husband had survived,then the unlimited marital transfer would apply,0,26,29,75
201412,Let's be honest: Democrats wouldn't have offered up such ideas if Hillary Clinton had won the election in 2016.,if Hillary Clinton had won the election in 2016,Democrats wouldn't have offered up such ideas,63,109,17,61
201413,"""I'm not sure I would have done anything different were I there,"" he told CBS television's ""60 Minutes"" program on Sunday.",were I there,I'm not sure I would have done anything different,51,62,1,49
201414,"I wish this post and the science behind it could be disseminated everywhere, especially at medical schools.","I wish this post and the science behind it could be disseminated everywhere, especially at medical schools",{},0,105,-1,-1
201415,But this led to me to think about what I'd do if I were a multi-millionaire with idiosyncratic politics and wanted to start a think tank to make the public case for my peculiar creed.,if I were a multi-millionaire with idiosyncratic politics,this led to me to think about what I'd do,46,102,4,44
201416,That means the mice should have died once their temporary islet transplants were removed.,once their temporary islet transplants were removed,the mice should have died,37,87,11,35
201417,"And if it really wanted to be an efficiency leader, Tesla should have bought SunPower, as I wrote about last July.",And if it really wanted to be an efficiency leader,Tesla should have bought SunPower,0,49,52,84
201418,"Ben Quayle?!? Wow! Quayle could have run for this seat last year, and perhaps he should have, seeing as he got beaten (albeit very narrowly) by fellow GOP Rep.","Quayle could have run for this seat last year, and perhaps he should have",{},19,91,-1,-1
201419,"For example, instead of simply describing the benefits of telestroke technology, tell the story of a 45-year-old stroke victim who might have been unable to talk to his wife and kids again had it not been for timely access to a stroke specialist (and getting the clot-busting drug tPA) via telestroke technology.Is the story compelling and engaging? Expert storytellers say the greatest stories have some kind of conflict in them.",had it not been for timely access to a stroke specialist (and getting the clot-busting drug tPA) via telestroke technology,"For example, instead of simply describing the benefits of telestroke technology, tell the story of a 45-year-old stroke victim who might have been unable to talk to his wife and kids again",189,310,0,187
201420,"Would the situation have been different if the Cook Counseling Center had been using EHRs? If so, the records would have been accessible by credentialed staff and law-enforcement investigators.",Would the situation have been different if the Cook Counseling Center had been using EHRs,{},0,88,-1,-1
201421,"As it happens, the Virginia and New Jersey governor's margins were just about what we would expect if they had been special elections, based on the lean of the state and the presidential margin shift from 2012 to 2016.",if they had been special elections,the Virginia and New Jersey governor's margins were just about what we would expect,99,132,15,97
201422,"I would have been a happier, less stressed fund manager if we had voted to stay in the EU.",if we had voted to stay in the EU,"I would have been a happier, less stressed fund manager",56,88,0,54
201423,Former Republican Charlotte Mayor Pat McCrory would have been a sure candidate for the seat if - after years of waiting for it to become vacant - he had not decided to try instead for the N.C.,if - after years of waiting for it to become vacant - he had not decided to try instead for the N.C,Former Republican Charlotte Mayor Pat McCrory would have been a sure candidate for the seat,92,190,0,90
201424,"He told Oing Macy's should have written a better contract and the court can't ""fill the gap."" Oing will rule if Penney can sell Stewart-designed goods that fall under Macy's listed exclusive product categories.",He told Oing Macy's should have written a better contract,{},0,56,-1,-1
201425,"Now and then, you hear about a conversation you wish you could have been in on.",you hear about a conversation you wish you could have been in on,{},14,77,-1,-1
201426,"If I knew how things were going to progress, I feel like I would have made many different decisions throughout my caregiving journey.",If I knew how things were going to progress,I would have made many different decisions throughout my caregiving journey,0,42,57,131
201427,"It's not as easy going solitaire to some as it is for others, I think if she was comfortable having no friends she would have gone that route.",if she was comfortable having no friends,she would have gone that route,70,109,111,140
201428,One might expect frequent viewers of Internet pornography and controls to have similar LPP amplitudes in response to brief exposure to sexual images if pathological consumption of Internet pornography had no effect.,if pathological consumption of Internet pornography had no effect,One might expect frequent viewers of Internet pornography and controls to have similar LPP amplitudes in response to brief exposure to sexual images,149,213,0,147
201429,"He would likely have left HP with a lot less had he been terminated ""for cause."" Because he resigned instead of getting fired, the HP board likely had little choice but to provide him with exit payouts, said Charles Elson, a corporate governance expert and professor at the University of Delaware.",had he been terminated,He would likely have left HP with a lot less,45,66,0,43
201430,"According to Ramsey, Orkambi has helped patients no matter how far their disease had worsened, or ""progressed."" ""If you had asked me 10 years ago if a miracle drug could help patients with scar tissue, I would have said no.""",If you had asked me 10 years ago if a miracle drug could help patients with scar tissue,I would have said no,113,199,202,221
201431,"There were quite a few times when, last-minute, when he should have been on the Eurostar or the plane, you'd get a text saying, sorry, I missed the plane, too much work.",when he should have been on the Eurostar or the plane,{},48,100,-1,-1
201432,"If, after 1988, global temperatures had stopped rising, or had started to exhibit a lot of volatility-if there had been a decade-long cooling episode, such as the world saw in the late 1930s and 40s-then Mr Hansen would have been discredited.","If, after 1988, global temperatures had stopped rising, or had started to exhibit a lot of volatility-if there had been a decade-long cooling episode, such as the world saw in the late 1930s and 40s",Mr Hansen would have been discredited,0,197,204,240
201433,"Mihai Rotaru of the European Federation of Pharmaceutical Industries and Associations says pharma companies pushed for an all-EU verification system because some countries were considering setting up their own, which would have created a packaging nightmare for manufacturers.",some countries were considering setting up their own,would have created a packaging nightmare for manufacturers,157,208,217,274
201434,"In other words, Dem turnout would have been more like Iowa's (albeit not nearly so high) had those indies gone for Obama.",had those indies gone for Obama,Dem turnout would have been more like Iowa's,89,119,16,59
201435,Netflix's Stranger Things wouldn't have come to Comcast's Halloween Horror Nights this season if the country's leading premium streaming service hadn't seen the appeal of promoting its popular series to the growing and receptive Universal Studios audience.,if the country's leading premium streaming service hadn't seen the appeal of promoting its popular series to the growing and receptive Universal Studios audience,Stranger Things wouldn't have come to Comcast's Halloween Horror Nights this season,94,254,10,92
201436,"It fell short of those goals, though Cote said he believed results would have been worse without the efforts of the more than 100 U.S.",without the efforts of the more than 100 U.S,results would have been worse,89,132,59,87
201437,"No, honestly-if that were true, Donald Trump would have been dead long ago, shredded by a thousand slips.",if that were true,"Donald Trump would have been dead long ago, shredded by a thousand slips",13,29,32,103
201438,The voter asked how the candidate would replace the law that might have saved his brother-in-law if it had been in effect earlier.,if it had been in effect earlier,how the candidate would replace the law that might have saved his brother-in-law,97,128,16,95
201439,"He goes on, ""if humans had permanently kept their distance from animals, and never mingled with them or explored their abilities, we'd know next to nothing about them and probably wouldn't care""","if humans had permanently kept their distance from animals, and never mingled with them or explored their abilities",we'd know next to nothing about them and probably wouldn't care,13,127,130,192
201440,"While Whitaker recognized that in the short-term, these medications help people to feel better, he started to realize that over time- drugs make many patients sicker than they would have been if they had never been medicated.",if they had never been medicated,over time- drugs make many patients sicker than they would have been,192,223,123,190
201441,I wish my doctors were more like my nephew.,I wish my doctors were more like my nephew,{},0,41,-1,-1
201442,"""This is a space you ought have been a leader in so you could succeed, and instead I find we have to innovate on your behalf,"" he said, noting items often arrived leaking or in unattractive bubble wrap.",This is a space you ought have been a leader in so you could succeed,{},1,68,-1,-1
201443,"But I wish they'd asked me first, 'cause I already chopped down the neighbor's balsam fir.","But I wish they'd asked me first, 'cause I already chopped down the neighbor's balsam fir",{},0,88,-1,-1
201444,"SETH MEYERS: ""On Sunday, Mitt Romney suggested that he had a power to see into the future and could have stopped Russia from invading Crimea if he had been elected in 2012.""","SETH MEYERS: ""On Sunday, Mitt Romney suggested that he had a power to see into the future and could have stopped Russia from invading Crimea if he had been elected in 2012.""",{},0,172,-1,-1
201445,"The company estimated that this measure would have been even higher, about 2%, if not for disruptions due to the continued rollout of the Windows stores.",if not for disruptions due to the continued rollout of the Windows stores,"this measure would have been even higher, about 2",79,151,27,75
201446,"In that unhappy event, we'll be glad not to know that had we pursued a different policy, fewer people would have needlessly died.",had we pursued a different policy,fewer people would have needlessly died,54,86,89,127
201447,All that misdirected lending would have been less likely if companies had bonds outstanding: even the laziest banker will hesitate to lend to a company if its bonds are trading at 60 cents on the dollar.,if companies had bonds outstanding,All that misdirected lending would have been less likely,57,90,0,55
201448,"I wish I had written it, and I'm thankful to Brooks for writing it.",I wish I had written it,I'm thankful to Brooks for writing it,0,22,29,65
201449,"The data doesn't even matter right now, though if Greece hadn't returned to the forefront this would be positive at these technical levels.",if Greece hadn't returned to the forefront,this would be positive at these technical levels,47,88,90,137
201450,"Had Mr Pea Nieto said that to Mr Trump in front of the cameras, the day could have turned disastrous for the American.",Had Mr Pea Nieto said that to Mr Trump in front of the cameras,the day could have turned disastrous for the American,0,61,64,116
201451,"""If it wasn't for the occupation we would have lived as free as people like in other countries,"" Ahmed, 24, said at a protest site east of Gaza City.",If it wasn't for the occupation,we would have lived as free as people like in other countries,1,31,33,93
201452,"In fact, if it wasn't for a text message that I was responding to, I would have actually been running up LaCienega Blvd when the first Beverly Hills Police Officer approached me.",if it wasn't for a text message that I was responding to,I would have actually been running up LaCienega Blvd,9,64,67,118
